row ID,row m/z,row retention time,s102_BB8_01_51048.mzXML Peak area,s24_BD2_01_51087.mzXML Peak area,s1_BD6_01_51095.mzXML Peak area,s19_rerun_BC10_01_51138.mzXML Peak area,s111_BC11_01_51081.mzXML Peak area,s103_rerun_BC8_01_51134.mzXML Peak area,s101_BA9_01_51025.mzXML Peak area,s14_BB4_01_51039.mzXML Peak area,s110_rerun_BB12_01_51140.mzXML Peak area,s22_BC4_01_51065.mzXML Peak area,s17_BA6_01_51019.mzXML Peak area,s25_BE7_01_51121.mzXML Peak area,s32_BB9_01_51050.mzXML Peak area,s41_BD7_01_51097.mzXML Peak area,s34_BA8_01_51023.mzXML Peak area,s35_BA7_01_51021.mzXML Peak area,s42_BB3_01_51037.mzXML Peak area,s43_BE10_01_51125.mzXML Peak area,s40_BE8_01_51123.mzXML Peak area,s37_BA5_01_51017.mzXML Peak area,s2_BE6_01_51119.mzXML Peak area,s38_BE5_01_51117.mzXML Peak area,s28_BE4_01_51115.mzXML Peak area,s26_BC9_01_51076.mzXML Peak area,s68_BA11_01_51029.mzXML Peak area,s67b_BB6_01_51043.mzXML Peak area,s70_BC2_01_51061.mzXML Peak area,s69_repeat_RD11_01_51500.mzXML Peak area,s44_BC5_01_51067.mzXML Peak area,s46_BE11_01_51127.mzXML Peak area,s5_BC6_01_51069.mzXML Peak area,s51_BD5_01_51093.mzXML Peak area,s48_BD12_01_51107.mzXML Peak area,s4_BD9_01_51101.mzXML Peak area,s71_BC3_01_51063.mzXML Peak area,s84_BB7_01_51046.mzXML Peak area,s60_BE12_01_51130.mzXML Peak area,s86_BB11_01_51054.mzXML Peak area,s83_BD3_01_51089.mzXML Peak area,s73_BD8_01_51099.mzXML Peak area,s78_rerun_BC12_01_51132.mzXML Peak area,s90_BA10_01_51027.mzXML Peak area,s82_BD10_01_51103.mzXML Peak area,s79_BE2_01_51111.mzXML Peak area,s72_BD4_01_51091.mzXML Peak area,s13_repeat_BE4_01_51280.mzXML Peak area,s85_BB10_01_51052.mzXML Peak area,s92_BE3_01_51113.mzXML Peak area,s94_BA4_01_51015.mzXML Peak area,s9_BB5_01_51041.mzXML Peak area,s113_rerun_BA4_01_51154.mzXML Peak area,s99_BB2_01_51035.mzXML Peak area,s76_BA12_01_51031.mzXML Peak area,s18_BG7_01_51491.mzXML Peak area,s20_BD8_01_51244.mzXML Peak area,s12_BC6_01_51209.mzXML Peak area,s10_BE10_01_51275.mzXML Peak area,s11_BA10_01_51166.mzXML Peak area,s100_rerun_BA6_01_51158.mzXML Peak area,s109_repeat_BC8_01_51291.mzXML Peak area,s112_repeat_BB9_01_51300.mzXML Peak area,s16_BD2_01_51227.mzXML Peak area,s23_repeat_BD5_01_51511.mzXML Peak area,s47_repeat_BB5_01_51298.mzXML Peak area,s15_BA3_01_51149.mzXML Peak area,s95_repeat_RA3_01_51493.mzXML Peak area,s45_BA7_01_51160.mzXML Peak area,s21_BA9_01_51164.mzXML Peak area,s36_BD4_01_51234.mzXML Peak area,s31_BC2_01_51201.mzXML Peak area,s3_repeat_BB7_01_51502.mzXML Peak area,s39_BD9_01_51246.mzXML Peak area,s33_repeat_BE7_01_51515.mzXML Peak area,s64_repeat_BE6_01_51282.mzXML Peak area,s29_BB4_01_51179.mzXML Peak area,s52_BC9_01_51216.mzXML Peak area,s63_repeat_BC3_01_51289.mzXML Peak area,s56_rerun_BA5_01_51156.mzXML Peak area,s49_repeat_BB12_01_51305.mzXML Peak area,s59_BE8_01_51271.mzXML Peak area,s27_BE5_01_51263.mzXML Peak area,s30_BB2_01_51174.mzXML Peak area,s50_BG5_01_51487.mzXML Peak area,s53_repeat_BB10_01_51504.mzXML Peak area,s75_BE11_01_51277.mzXML Peak area,s61_repeat_BC10_01_51509.mzXML Peak area,s58_BD10_01_51248.mzXML Peak area,s65_repeat_BB11_01_51303.mzXML Peak area,s74_repeat_BD12_01_51287.mzXML Peak area,s67_repeat_BA8_01_51294.mzXML Peak area,s77_BB8_01_51188.mzXML Peak area,s54_BE2_01_51257.mzXML Peak area,s66_BC11_01_51220.mzXML Peak area,s6_BD3_01_51232.mzXML Peak area,s8_repeat_BD6_01_51285.mzXML Peak area,s80_BC12_01_51222.mzXML Peak area,s7_BB6_01_51183.mzXML Peak area,s81_BB3_01_51177.mzXML Peak area,s88_BD7_01_51242.mzXML Peak area,s87_BG6_01_51489.mzXML Peak area,s98_BG3_01_51483.mzXML Peak area,s57_BA12_01_51170.mzXML Peak area,s97_BG2_01_51481.mzXML Peak area,s93_BE3_01_51259.mzXML Peak area,s91_BA11_01_51168.mzXML Peak area,s89_BD11_01_51250.mzXML Peak area,Unnamed: 109
219,585.2795447298104,8.681979761904763,0.0,9530.670000000191,27902.61349999976,0.0,0.0,10102.84450000006,0.0,0.0,0.0,25451.74199999994,10286.07999999987,23632.70350000001,13341.609999999384,0.0,36462.53400000036,28628.93099999947,10643.666000000345,9189.179999999811,0.0,37409.72449999955,89958.74250000092,11200.567499999937,11190.240000000043,18199.49199999993,17766.36099999985,35852.030499999986,8879.83200000016,0.0,0.0,11337.02400000004,114367.0739999989,0.0,14514.71249999992,0.0,0.0,22783.706000000053,0.0,139513.50700000074,32980.06649999991,30073.067499999663,0.0,0.0,19893.633000000118,0.0,10463.375999999656,0.0,112078.166,0.0,0.0,0.0,34794.06,0.0,17211.072000000648,10864.408500000198,51462.163500000446,0.0,0.0,0.0,0.0,0.0,22583.67699999977,0.0,0.0,0.0,0.0,0.0,0.0,61839.717999999346,35952.88549999944,34129.39650000038,32994.009999999515,0.0,0.0,24913.65900000016,9216.26400000003,0.0,0.0,44946.85599999966,0.0,10268.617499999942,24832.274000000343,0.0,8944.567999999925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32774.54950000057,24102.504000000186,9085.202499999648,17857.477500000263,11415.616500000533,31688.516000000138,37861.859500000115,16657.008000000053,0.0,0.0,70831.4885000001,19840.845000000176,13115.228000000081,0.0,0.0,18607.43149999963,
220,788.6141228883959,9.570925252525255,14925.3569999998,37866.637499999735,16458.913000000328,47756.4525000001,0.0,1345.6189999999995,73400.70649999956,1699.789499999997,28081.97549999962,12876.34749999969,11133.486000000226,72972.29999999974,28806.27100000001,57803.04849999985,30959.720500000174,9564.729000000185,4733.548999999988,16332.99050000019,52240.413499999944,12120.013999999575,29380.614999999936,9266.748999999878,82476.37150000002,7599.1054999999915,26354.526500000047,51737.868500000724,18222.94249999998,0.0,6301.412499999965,37818.72499999982,36840.63949999991,3648.3435000000172,50209.075499999766,44161.33950000037,13364.438500000058,65032.77550000082,20742.49800000004,62169.752000000226,30100.2779999998,49392.006500000265,5817.3244999999715,21423.792499999952,31892.83550000036,21492.13800000069,22850.1504999999,29917.142499999867,14518.396999999968,210722.10099999953,2381.2799999999693,3537.048500000024,23734.91549999996,3814.8774999998686,18499.900000000267,11726.315999999893,47436.98600000002,17446.2769999999,5969.681500000091,0.0,6543.1464999999625,5212.694999999904,7572.943499999858,39735.30449999993,13657.084000000194,32945.15349999978,1462.877500000009,1902.2984999999799,6638.224500000114,48476.18199999932,1162.625000000002,20657.940000000275,93697.94000000034,29445.315000000097,22310.78449999992,24190.64750000005,13914.9500000002,8679.960999999796,10744.696999999896,6703.38750000002,21489.08849999949,17112.37949999941,6875.091999999881,130267.37250000086,1812.7524999999955,317214.4674999993,36479.734999999666,11532.246000000096,0.0,28487.02150000004,2655.137999999933,13766.601999999844,38291.51150000015,137852.33700000047,51066.050499999765,50220.526499999665,170097.37950000042,19320.148499999887,0.0,2445.0899999999388,371906.3010000006,18991.859999999942,0.0,55817.917999999445,0.0,31382.65149999977,129670.15200000019,59001.98199999916,
222,788.6139155104843,9.283824587458746,122589.39500000009,27854.827500000174,44256.04299999979,11716.459999999995,1034.459999999995,1333.3320000000592,217134.4489999991,0.0,18070.88400000034,27537.239999999878,55405.93450000029,31480.235499999537,19920.975000000384,37466.75349999952,42648.655000000384,18704.317999999752,1789.7880000000573,146294.16900000034,24168.052999999814,58012.51500000046,26652.59199999992,11946.348999999958,50754.89650000009,14511.240500000033,105556.65649999943,34145.89849999932,106728.7550000002,4478.721500000021,2529.937499999922,33349.422500000735,15617.419000000195,5809.662500000083,23033.516999999552,37530.51600000025,27408.424499999917,53702.60649999869,30160.34449999976,41802.466000000284,20366.81200000039,89006.24150000047,5830.756500000013,9428.180000000084,23995.517000000138,44653.93100000033,45013.614000000285,88592.92450000033,30971.848499999986,54074.00100000037,0.0,2417.3599999999697,12950.999500000256,6565.691499999975,104893.08100000027,5479.480499999907,52822.39199999983,15190.43100000038,6873.328500000013,145858.55200000046,1557.262499999952,1951.4535000000428,13591.3505000003,130168.0809999994,121122.24900000008,24814.530000000243,792.7920000000095,0.0,2986.95199999989,132267.29499999998,1305.9269999999758,26590.175999999614,58326.05900000023,23572.098499999596,7995.819499999917,105986.03600000084,8790.039000000257,13306.477499999826,28810.255000000117,5813.952500000094,236597.78099999987,36335.747500000514,14424.220999999818,256301.1804999968,3138.6849999999986,46462.599999999744,26298.18750000001,164873.35450000004,3079.2185000000927,148861.6814999993,2792.920000000056,12684.343000000248,161560.83350000012,129746.35000000027,25343.264999999803,115792.07699999947,17552.475000000206,34200.41199999994,4586.920500000028,2920.698000000094,72439.90199999974,10655.585999999821,0.0,42286.33350000048,0.0,37525.056999999884,36326.52300000106,27762.55199999984,
224,550.6290459632544,11.944289937106927,76860.86700000036,8697.739999999927,26403.450500000254,59738.2315,41885.00799999986,59379.31600000005,37018.52549999992,131051.35650000011,95336.01350000016,90503.40999999984,19189.34950000031,46074.165000000256,31979.295000000217,10514.571999999791,69537.56550000019,41406.27449999948,21308.519999999728,77424.2655000005,87201.22050000023,26750.458000000133,130491.41750000029,11607.936000000105,86427.90499999982,23719.61550000017,18504.095999999965,48315.273,54508.25950000012,32971.56999999973,45636.932499999944,23428.219999999943,37737.3380000006,39540.562000000136,96847.54899999966,100638.4894999997,10893.02800000035,22660.110499999784,32980.8010000002,28651.713999999196,31370.554500000304,89118.99899999943,48726.076000000096,61240.0770000007,23007.948999999946,11396.612499999805,64530.96899999997,70337.47849999987,44506.062499999774,23103.459000000537,53094.19299999939,66902.70150000032,17898.66000000055,23195.144000000542,118327.24650000026,30316.232500000224,34515.880999999776,11694.500999999429,54904.45399999988,37888.84450000009,77975.04650000019,77390.20599999935,62084.62750000004,32652.70000000032,48439.53749999946,46005.10500000007,44713.81599999943,32734.21200000041,11041.36399999978,59156.951499999865,45649.13100000027,10647.866499999633,33323.733000000015,22674.57900000056,45991.203500000156,47324.23900000033,23062.04350000041,85795.79750000022,14566.838000000258,20365.31299999984,31175.245999999657,58122.67950000063,25701.37600000037,55421.54949999954,41095.88400000023,44044.195999999414,67579.06750000105,46345.49149999951,160906.89100000006,28862.41049999959,29226.787500000384,43544.5795000002,17385.847500000134,35322.297500000226,79483.4619999995,46607.63150000007,32212.306499999824,47753.45600000037,22545.248000000684,23366.511000000377,93959.15800000077,29926.78599999984,15956.956000000513,26103.154000000337,15341.626000000137,25328.533499999503,46765.07200000002,11879.388499999795,
225,788.6143693457947,9.69809108910891,35097.31700000009,17164.017500000227,48474.21149999968,15868.434000000141,1336.1809999999366,1306.8315000000134,21377.56800000081,1325.92800000001,8367.960000000028,11369.502500000002,43700.533500000136,55110.57900000002,11076.318000000005,36998.02049999939,20015.06499999994,27126.641499999878,4733.548999999988,7340.639999999939,27567.13749999989,10385.79300000019,19108.48800000041,4683.64599999999,154644.79650000035,7340.758499999979,24476.81899999997,16420.130999999197,49804.29499999986,0.0,1993.4459999999592,16822.84700000015,21609.230500000416,2336.565999999989,10848.379000000255,44845.01049999969,8136.375000000047,23164.209000000337,34549.13349999998,46056.54549999983,9862.398000000203,11384.174999999845,5817.3244999999715,29744.917000000096,11806.161999999551,190383.13849999933,0.0,24033.7600000002,6607.564000000084,149748.21850000005,2381.2799999999693,2139.888000000008,8489.531999999941,2516.837500000004,17371.96749999992,11726.315999999893,252110.27699999968,15367.224000000177,0.0,295474.5255000007,3239.5199999999604,3809.004999999927,4759.38399999994,9495.599999999878,10212.329499999512,30816.720999999994,1363.2045000000192,1902.2984999999799,7785.766500000042,254121.98699999932,4520.757500000005,17022.770999999957,85582.08399999977,18872.541499999745,11559.295000000038,14083.110000000066,17926.196500000147,19221.70299999996,6664.306000000061,6703.38750000002,14865.89699999998,29415.342499999457,4263.429000000017,153188.37850000148,3729.178500000005,164636.75299999962,20555.308999999852,41205.429499999955,2824.687500000005,36471.164000000215,2184.424999999933,27803.68899999999,11088.425999999949,0.0,27028.969999999958,13669.399999999829,128826.49400000015,17999.731499999743,2168.0800000001136,4389.849500000062,261573.30250000022,18991.859999999942,1080.9920000000047,41796.418000000485,0.0,16746.260499999964,15924.284999999956,92613.1935000002,
229,633.2572327630895,5.227687421383647,4774.024500000049,24471.907000000003,146119.2299999999,113717.22800000069,3677.915999999999,120834.99599999972,4026.612000000039,9697.109999999957,47220.19849999997,34485.55700000038,11614.202999999956,33087.93400000023,25066.049500000317,41431.01350000008,6943.774499999974,3979.546999999967,19248.021999999768,28338.97350000001,35157.586499999954,9295.69650000004,183057.84450000068,75729.21200000022,53644.88699999958,9867.22500000016,8132.619999999997,18802.36949999985,12805.103500000037,71154.9345000001,7655.2650000000585,29724.29799999981,6266.6450000000095,28336.10500000005,101883.87950000033,66206.72649999979,7047.369499999955,81471.23099999946,18776.686999999776,28430.117999999948,23083.336999999927,88250.90149999963,49106.47900000072,12895.455499999916,23717.31300000001,48477.253999999855,26411.128499999853,61598.316500000496,20910.774000000325,14202.722000000032,36212.89700000045,30052.204000000063,78302.86999999921,38610.486500000334,27291.279000000057,35757.364499999865,105045.25799999977,11381.626500000031,22087.851500000263,37738.33699999983,42727.57550000004,33095.64000000016,34855.63999999995,17068.675000000127,294228.4750000001,62038.052000000476,13944.07149999986,827096.7295000001,23193.992499999804,70661.3239999995,16891.494000000042,31871.63550000004,461038.1769999968,46803.80950000013,83109.87500000086,16948.097000000016,23674.009499999902,10035.223999999924,17865.478000000177,89281.7245,15926.439000000068,18216.71950000001,58014.444999999505,26990.416999999867,20102.98200000013,295733.0489999975,15621.713999999905,65211.297000000144,28308.731999999833,44376.49049999988,48308.6085000007,207388.8910000005,6381.710499999957,145742.50200000018,24300.52200000006,25382.92849999999,42397.985499999886,14485.247999999969,27132.356499999776,12032.035999999864,8749.026000000016,78713.3144999997,10616.830000000069,108999.78050000033,35678.62049999981,25812.12900000004,10818.292499999956,32437.08149999984,
230,311.08141576975424,3.8470595911949683,100965.49550000008,159651.718,143796.72249999936,119879.9760000001,115952.25499999967,159949.47599999973,153685.3685000005,142301.78399999975,291182.85000000097,75935.15100000009,178690.40549999996,203638.19749999995,119347.58199999953,166018.08749999982,153470.81549999982,155636.63700000034,136744.68049999946,134034.23300000068,184570.30199999906,190428.51450000078,184887.97250000024,196849.7160000006,197276.1980000009,102510.86600000039,134092.29600000032,109781.59100000004,90837.80550000016,237576.0515000002,75996.65300000018,176042.77899999995,74688.6260000002,167362.81849999938,168627.35399999886,170609.5060000002,73090.5864999999,80726.63100000033,139336.8540000007,93525.17000000023,133000.83250000002,184285.5769999989,151958.31150000016,140190.3895000001,140180.63500000024,193004.5110000005,142935.24699999962,134386.66200000013,106851.39850000016,200144.38349999973,173869.70249999964,129359.55400000028,172078.75850000008,157406.93300000002,1136710.005000001,480925.6645000007,161162.72900000034,88914.73550000021,132984.0254999997,149863.10799999975,192344.9030000001,126243.31149999975,176471.47849999988,122815.11999999968,209201.47750000004,147505.55199999947,134485.54800000007,3781698.0135000087,180066.95500000074,138754.07000000007,135251.0964999997,108281.40300000012,258668.9475000008,137617.75199999937,194760.5190000005,134137.66950000016,119749.80800000015,89090.35850000012,132451.59149999972,179907.81750000027,579899.1444999994,161260.53999999998,176676.11600000047,165717.89800000025,403842.79050000146,284586.82749999943,168855.3490000001,184943.34600000054,149888.23150000017,142360.49299999993,157125.66599999988,719683.9160000002,125032.5885,208146.76249999972,106649.99499999998,129757.04049999955,125718.96150000037,121757.77649999973,120193.54400000011,121784.21350000027,152491.23300000015,2433808.9555000067,415190.66750000056,996706.2244999984,485685.19949999993,198870.71499999985,149778.6549999999,162058.83400000064,
231,414.3004102093146,5.304247169811319,20438.680999999793,70690.62600000078,120614.24200000142,60190.46349999977,7032.894999999976,57632.75499999977,26591.910999999884,18320.94150000001,34771.3364999998,43102.062999999784,18792.060500000072,84936.45399999993,5976.836499999991,9971.873000000089,8727.97599999995,10797.355000000034,9547.061000000083,27287.079999999867,5184.675500000008,23643.34150000012,58087.66999999968,11834.766999999783,68626.64999999973,33226.90299999979,86769.4150000005,10807.725499999984,19493.559000000074,122310.17749999973,14148.000000000024,26439.044500000116,11164.822999999975,7619.1550000000625,11288.766499999972,44691.36300000041,19007.82749999989,121163.89250000087,2900.7945000000263,119343.09450000072,96098.29299999947,76164.99200000036,17826.740500000007,5962.131999999945,13399.343500000161,14584.70049999988,49317.69250000002,76432.34800000043,133457.05799999973,3146.057000000008,3620.2454999999236,34568.82100000009,72407.53100000013,93649.4579999996,43759.62350000045,202967.66099999915,75293.67650000013,33576.1925000002,40249.97549999971,65875.8804999999,63473.724499999735,33261.93600000004,19490.751499999955,19721.039499999908,242901.6014999988,24972.59399999993,16268.414499999988,209347.7259999985,41605.811000000336,100497.88899999963,16066.526999999964,2836.966000000028,344691.8830000033,8037.140000000022,37375.79950000005,52376.69099999968,8378.630500000041,3081.197999999973,2645.395999999979,79465.01700000024,11726.725500000002,3548.907000000002,35632.67399999962,10103.497500000107,14725.182999999917,10400.051499999916,5999.244500000071,33837.66550000015,8738.871500000072,48900.163499999806,9918.11499999994,5401.304999999924,2244.3379999999993,9659.86700000003,8965.984499999991,21774.392500000027,132386.5054999997,4593.257999999964,22977.413499999824,11363.40800000004,9197.88750000001,207866.89299999934,99443.04999999992,79122.02700000031,108051.62350000028,1099.992999999995,62062.15000000058,10697.842000000062,
234,327.141609974714,12.086133333333342,246105.78000000198,317291.65949999954,94644.78349999989,142328.94950000095,90779.58999999972,96095.40000000113,439106.15449999896,132892.2624999999,174395.67850000114,150492.16500000286,145382.49049999905,146258.7610000007,95790.18299999768,100358.40849999961,292801.8239999997,195693.26600000059,97045.98300000043,300114.62849999923,49148.711999999025,96726.04599999807,513316.4990000023,467362.08649999904,199364.59749999878,157120.40250000195,227427.34750000067,97473.5440000009,137785.37199999948,289733.465,339220.3809999997,146811.5015000007,245272.8324999968,94954.15500000113,94945.52100000056,193601.88450000316,240944.12550000104,362104.51500000077,337365.9029999991,141715.5290000006,191641.52200000093,199627.07350000032,153915.24750000236,230712.71249999967,147628.05699999855,190008.29549999908,96930.08300000039,359745.1270000007,93948.00799999961,205442.13350000052,134126.13499999949,357914.9514999997,102711.26850000254,229239.5259999981,98722.128999998,0.0,101478.67999999844,149202.62549999828,85269.96850000019,148193.2350000009,300954.3644999984,355574.57899999776,170304.159000002,273424.45949999854,76798.63800000015,229396.4319999993,98830.70350000108,381296.08899999416,155320.59499999727,99816.99749999953,317894.0529999978,197966.8850000012,322595.6655,146731.41650000107,272952.9854999986,182718.108000002,335080.2200000003,147033.05100000105,344801.2189999983,507692.8985000017,298333.10999999824,299354.67799999914,156070.42099999866,139122.81599999778,378984.17649999977,422321.69450000103,316517.2469999997,365354.7410000009,97415.58749999985,53894.8805000004,446970.8920000029,217230.27500000055,149517.90949999838,107914.65550000095,98228.71600000256,156416.18600000133,274882.7515,92989.06949999838,148488.60450000232,98387.18099999924,324510.72300000396,0.0,404402.92749999743,155217.1450000006,53219.42849999956,205180.91999999934,97636.75949999972,104298.83749999797,
235,333.1451189507296,3.745182,2786.892000000028,11631.09600000005,31579.248000000072,41045.94999999991,2115.3035000000127,64745.295500000175,0.0,2408.9280000000144,30641.431,13083.039999999954,0.0,12560.329000000027,11340.58700000005,15664.22249999992,0.0,1498.634999999997,5106.813499999971,13091.692000000048,18815.748000000058,0.0,71605.22100000008,23434.29449999999,32773.416499999985,5308.1289999999935,1740.0400000000063,4464.2454999999845,2599.085999999996,37306.184500000214,1418.8454999999967,13699.490499999916,0.0,17025.180999999942,31982.629500000065,15611.419499999964,2850.3035000000073,57598.194499999714,8187.47999999998,46287.529000000046,9118.242500000057,31393.05900000001,26619.59000000017,0.0,7418.5439999999935,28794.55699999996,7040.268000000038,20192.307000000026,28725.98150000009,6214.286500000017,4816.95300000004,8939.548499999964,11180.88500000005,8384.000000000015,8226.27949999999,14611.827499999968,31857.965999999902,4717.8704999999845,16740.581000000027,4458.8329999999905,5695.122999999999,17192.937500000055,24118.694000000025,5980.794500000018,232553.7495000008,34400.23749999999,1055.7989999999934,775469.5904999984,2111.7300000000173,14968.821999999942,7929.074499999973,15327.757999999962,627862.6074999984,29048.598500000113,35976.87799999991,10262.430999999964,7231.077499999978,1207.8954999999876,12792.772500000026,6976.7329999999265,3856.3500000000295,8742.970000000007,34339.62149999999,7524.450999999981,35333.715499999846,169784.65399999998,11627.56550000004,57373.939500000124,10181.450999999992,24762.267999999985,15302.233000000006,112740.57000000053,4490.084999999994,49113.10050000005,6333.791999999974,5643.257999999973,18821.592499999988,8005.831,6200.886500000017,3866.796499999984,5981.678999999999,32582.894000000033,5726.3199999999815,23250.79999999996,27780.910500000005,12688.742999999968,1999.803000000012,14882.159999999934,
237,483.25515586691324,11.762192394822009,87493.86100000112,0.0,123572.67500000152,80108.45500000117,48709.94900000002,131704.5059999995,78382.55750000068,117601.9759999994,208064.73749999976,81869.88250000059,87174.04500000212,136259.8195000006,79012.64200000018,74754.00099999981,77446.94300000009,106299.87850000004,100691.37849999982,24794.820500000867,47583.73599999999,137122.26849999948,76270.93899999946,80966.50100000012,111614.13650000187,82336.95850000091,75335.59199999968,74610.14549999915,74288.96999999981,44498.977499999746,0.0,53711.85399999955,55757.81799999999,80111.34750000031,81597.34650000081,83366.01199999983,51721.60600000103,95747.87200000003,186966.53500000012,23913.82950000014,49920.989999999656,81167.70800000089,25021.801999999498,134373.37400000007,0.0,81472.60499999995,233232.9260000008,39025.35750000069,76623.95900000006,248182.61700000052,49025.48100000059,100054.16749999943,160000.61500000017,137581.1654999982,76266.75999999908,92405.44100000043,53505.98399999928,25036.47599999835,123070.3089999992,109111.9735000003,50666.95200000025,83435.57250000039,83630.66300000147,80342.95499999977,90679.60800000119,122895.20100000167,163047.80700000067,91853.91649999947,86469.41599999869,140407.6004999993,51809.40750000098,52162.612000000234,181217.90199999895,112446.68599999987,91363.0260000016,78909.63899999956,55262.275999998565,107710.2949999992,41670.587500000736,191268.34400000088,81251.44749999922,123127.71650000106,87090.68100000068,51004.073000001204,135393.5725000001,177948.34700000173,40278.099999997554,718903.9930000011,79553.2359999998,40159.687499999774,82022.6504999999,82587.15750000036,104973.14400000051,115580.9240000008,105736.15550000094,192480.1285000011,118890.4919999996,102749.72199999992,53006.50850000047,107836.33300000142,107154.87599999957,177642.80049999786,44723.3280000017,113361.93600000074,44283.30550000155,88779.94499999893,54506.11900000072,85391.29600000077,
239,734.5677535765161,9.50235931372549,5121.561000000039,21345.450500000108,13728.242999999511,57744.69849999959,2301.6220000000562,29138.497499999838,97409.80549999911,68692.44449999927,50683.99950000002,20965.425000000105,124997.36350000027,97255.71900000033,265485.47949999897,41722.42700000032,55338.359499999606,79010.37100000161,5534.9029999999975,71279.36700000023,259028.50999999922,5110.064000000121,23986.39849999941,84083.18999999971,53220.575500000195,101472.60500000008,47883.347999999256,28498.57099999937,3845.950999999948,70927.13899999988,108752.36999999994,67100.28350000046,19029.39799999971,15641.487999999741,93613.94699999972,34809.934500000214,4073.651499999979,3306.002000000045,1509.3140000000367,44774.53150000011,2295.7590000000173,65557.24800000039,1605.8759999999925,142591.12249999936,24723.694500000718,20242.55199999912,16947.459999999955,7690.286500000043,46726.94699999981,2562.3814999999618,14338.926999999992,40975.82499999964,1795.7999999999774,0.0,37052.46999999996,27149.451500000192,2113.367000000051,19093.403999999904,52945.930000000066,52106.869000000566,251283.02449999997,44585.358999999866,17494.585000000006,2890.875500000083,3028.0200000000486,202988.69599999927,0.0,62591.35649999963,297192.9614999996,117180.30449999955,19257.436499999567,6559.975999999878,52803.64299999944,45707.84499999965,106741.43849999947,3820.986000000069,1598.4540000000213,16918.106999999585,12893.423999999995,32646.541999999594,3508.709999999943,0.0,203762.17799999946,418331.70200000104,32806.674500000176,60446.4515000001,23606.2470000004,4001.9759999999615,341052.6584999999,1547.2159999999994,0.0,2901.1599999999635,4436.368500000019,5878.373500000011,32209.84950000004,4290.027500000017,7764.728500000034,58644.858000000175,98135.74799999953,1593.4109999999607,9399.864500000214,1554.6750000000216,3749.875000000007,28558.414999999917,1523.8199999999754,3081.7750000001056,65882.816999999,17211.139000000105,
240,571.273526521402,11.834391037735848,174716.23049999936,83057.89950000006,18154.360000000157,34976.26500000022,33252.590499999715,126341.64699999965,113846.10400000006,183374.46999999922,163532.65250000046,139922.75049999973,85774.20500000006,91895.10050000047,17370.941500000106,183498.3335000004,44032.711000000185,82674.79050000013,187349.64350000038,54801.662999999724,18080.450499999686,36927.238499999534,38194.68799999902,125118.94050000071,59424.12900000044,39991.1855000005,89644.49500000039,106755.29650000056,72142.85250000104,408822.5840000001,77360.34000000039,36030.264499999954,38051.964000000116,123379.85350000109,37407.638499999135,38150.90200000003,71032.53900000057,110120.76499999914,168592.16750000106,87395.50249999942,19084.537499999893,144161.25550000035,69246.11349999928,194582.08000000086,38742.89700000011,176304.68300000028,219122.5939999997,107319.36999999943,114884.68100000039,18899.657999998904,108467.17949999844,136743.77250000034,188299.84350000072,50457.30699999903,121330.10299999936,440980.42100000096,92647.10799999944,18171.73600000048,28245.71250000132,38243.19899999947,37978.913000000495,457546.19450000045,86999.55200000021,125093.8889999997,30419.297999998515,167563.77600000138,125513.58950000025,29950.55199999897,121756.16050000011,112151.28250000064,38751.00100000068,147191.61649999948,60063.61949999922,139809.0720000019,30020.10949999965,54544.19950000057,56448.7469999999,36954.791000000216,57291.868500000426,37048.817499999415,164216.86049999885,429652.7650000017,132263.86600000024,181300.67199999985,29635.955999999813,60716.67750000187,83614.8760000002,86148.52350000168,58666.00150000001,27194.52600000032,29584.737000000612,82526.65350000013,38013.771000000466,39982.026499999534,18059.034500000318,130593.89549999892,214978.99000000057,17484.74999999965,76422.48599999998,36784.0549999994,77652.42499999999,29987.382000000096,29380.896000001117,39110.69749999957,29381.948000000943,123433.5660000016,112689.77950000088,39912.18000000031,
