row ID,row m/z,row retention time,s102_BB8_01_51048.mzXML Peak area,s24_BD2_01_51087.mzXML Peak area,s1_BD6_01_51095.mzXML Peak area,s19_rerun_BC10_01_51138.mzXML Peak area,s111_BC11_01_51081.mzXML Peak area,s103_rerun_BC8_01_51134.mzXML Peak area,s101_BA9_01_51025.mzXML Peak area,s14_BB4_01_51039.mzXML Peak area,s110_rerun_BB12_01_51140.mzXML Peak area,s22_BC4_01_51065.mzXML Peak area,s17_BA6_01_51019.mzXML Peak area,s25_BE7_01_51121.mzXML Peak area,s32_BB9_01_51050.mzXML Peak area,s41_BD7_01_51097.mzXML Peak area,s34_BA8_01_51023.mzXML Peak area,s35_BA7_01_51021.mzXML Peak area,s42_BB3_01_51037.mzXML Peak area,s43_BE10_01_51125.mzXML Peak area,s40_BE8_01_51123.mzXML Peak area,s37_BA5_01_51017.mzXML Peak area,s2_BE6_01_51119.mzXML Peak area,s38_BE5_01_51117.mzXML Peak area,s28_BE4_01_51115.mzXML Peak area,s26_BC9_01_51076.mzXML Peak area,s68_BA11_01_51029.mzXML Peak area,s67b_BB6_01_51043.mzXML Peak area,s70_BC2_01_51061.mzXML Peak area,s69_repeat_RD11_01_51500.mzXML Peak area,s44_BC5_01_51067.mzXML Peak area,s46_BE11_01_51127.mzXML Peak area,s5_BC6_01_51069.mzXML Peak area,s51_BD5_01_51093.mzXML Peak area,s48_BD12_01_51107.mzXML Peak area,s4_BD9_01_51101.mzXML Peak area,s71_BC3_01_51063.mzXML Peak area,s84_BB7_01_51046.mzXML Peak area,s60_BE12_01_51130.mzXML Peak area,s86_BB11_01_51054.mzXML Peak area,s83_BD3_01_51089.mzXML Peak area,s73_BD8_01_51099.mzXML Peak area,s78_rerun_BC12_01_51132.mzXML Peak area,s90_BA10_01_51027.mzXML Peak area,s82_BD10_01_51103.mzXML Peak area,s79_BE2_01_51111.mzXML Peak area,s72_BD4_01_51091.mzXML Peak area,s13_repeat_BE4_01_51280.mzXML Peak area,s85_BB10_01_51052.mzXML Peak area,s92_BE3_01_51113.mzXML Peak area,s94_BA4_01_51015.mzXML Peak area,s9_BB5_01_51041.mzXML Peak area,s113_rerun_BA4_01_51154.mzXML Peak area,s99_BB2_01_51035.mzXML Peak area,s76_BA12_01_51031.mzXML Peak area,s18_BG7_01_51491.mzXML Peak area,s20_BD8_01_51244.mzXML Peak area,s12_BC6_01_51209.mzXML Peak area,s10_BE10_01_51275.mzXML Peak area,s11_BA10_01_51166.mzXML Peak area,s100_rerun_BA6_01_51158.mzXML Peak area,s109_repeat_BC8_01_51291.mzXML Peak area,s112_repeat_BB9_01_51300.mzXML Peak area,s16_BD2_01_51227.mzXML Peak area,s23_repeat_BD5_01_51511.mzXML Peak area,s47_repeat_BB5_01_51298.mzXML Peak area,s15_BA3_01_51149.mzXML Peak area,s95_repeat_RA3_01_51493.mzXML Peak area,s45_BA7_01_51160.mzXML Peak area,s21_BA9_01_51164.mzXML Peak area,s36_BD4_01_51234.mzXML Peak area,s31_BC2_01_51201.mzXML Peak area,s3_repeat_BB7_01_51502.mzXML Peak area,s39_BD9_01_51246.mzXML Peak area,s33_repeat_BE7_01_51515.mzXML Peak area,s64_repeat_BE6_01_51282.mzXML Peak area,s29_BB4_01_51179.mzXML Peak area,s52_BC9_01_51216.mzXML Peak area,s63_repeat_BC3_01_51289.mzXML Peak area,s56_rerun_BA5_01_51156.mzXML Peak area,s49_repeat_BB12_01_51305.mzXML Peak area,s59_BE8_01_51271.mzXML Peak area,s27_BE5_01_51263.mzXML Peak area,s30_BB2_01_51174.mzXML Peak area,s50_BG5_01_51487.mzXML Peak area,s53_repeat_BB10_01_51504.mzXML Peak area,s75_BE11_01_51277.mzXML Peak area,s61_repeat_BC10_01_51509.mzXML Peak area,s58_BD10_01_51248.mzXML Peak area,s65_repeat_BB11_01_51303.mzXML Peak area,s74_repeat_BD12_01_51287.mzXML Peak area,s67_repeat_BA8_01_51294.mzXML Peak area,s77_BB8_01_51188.mzXML Peak area,s54_BE2_01_51257.mzXML Peak area,s66_BC11_01_51220.mzXML Peak area,s6_BD3_01_51232.mzXML Peak area,s8_repeat_BD6_01_51285.mzXML Peak area,s80_BC12_01_51222.mzXML Peak area,s7_BB6_01_51183.mzXML Peak area,s81_BB3_01_51177.mzXML Peak area,s88_BD7_01_51242.mzXML Peak area,s87_BG6_01_51489.mzXML Peak area,s98_BG3_01_51483.mzXML Peak area,s57_BA12_01_51170.mzXML Peak area,s97_BG2_01_51481.mzXML Peak area,s93_BE3_01_51259.mzXML Peak area,s91_BA11_01_51168.mzXML Peak area,s89_BD11_01_51250.mzXML Peak area,
37,385.18349497649126,12.049216491228075,183790.30349999922,194506.92550000176,195488.15599999772,134040.97799999948,561771.7889999999,478531.97799999715,198537.28750000038,210632.7125000016,267469.86250000156,728168.6505000027,195364.35849999893,418359.8725000015,456098.8724999983,206060.08499999752,271972.55350000126,133272.15749999986,199582.63199999754,206449.70850000193,211612.34000000055,880759.5869999987,352444.0210000022,214578.09649999623,271744.33199999866,362974.6250000007,193950.59650000167,270329.22849999845,250241.47250000038,0,204636.1914999974,337476.34399999934,131635.13299999762,343163.7019999963,291571.27349999687,212340.8355000043,208400.60550000228,121683.91499999948,202297.67849999818,389616.1240000013,403830.20849999995,560051.8404999995,201720.03650000316,269483.397499998,1026932.6749999969,206012.3549999965,270063.3910000025,0,525614.3010000016,286833.41900000087,133560.70199999894,132544.1295000011,488681.001500003,206062.34600000063,137318.4475000007,0,206795.4470000004,275452.38450000004,323882.5194999999,143751.2465000021,289876.45749999804,326147.0660000007,0,125542.16600000206,538559.4799999985,402003.47750000027,200755.95599999948,0,709545.1169999999,207758.14249999964,285672.4605000034,138261.10700000424,544620.8970000031,356431.4659999974,0,0,207225.6605000014,197918.40600000144,579884.6025000003,214061.52150000172,596610.953500001,0,437017.10049999796,127212.86399999895,630325.5914999985,618459.772499998,658219.490999999,609494.5460000001,144320.80600000027,548157.6504999974,685934.1809999975,0,195731.54599999796,369157.08749999723,262498.09200000047,141478.3085,0,489383.89750000316,283163.4704999989,268346.5819999963,274508.75200000324,0,604348.2630000059,277920.78100000066,595087.5295000029,73300.46399999766,498033.3909999983,437196.69699999987,
38,367.1730092844734,11.975949056603774,165067.2540000023,291837.89550000225,305744.848,342199.3164999986,932722.9384999983,537270.6009999989,295723.5839999974,494507.48850000027,314562.21900000033,484445.2159999981,179109.35299999794,130047.76699999999,782647.1939999996,129266.66149999836,648840.3414999993,357758.6240000016,186471.5379999977,196434.1395000001,256550.05049999955,105310.94299999868,64745.18249999964,132903.1699999967,392970.88399999763,124110.21850000277,618300.3570000002,635428.9019999958,623635.5140000003,556425.1209999969,467328.9395000017,108838.72050000235,238797.70099999785,184110.32149999973,135635.39849999984,545241.4194999983,365847.7230000002,209638.93049999827,136017.01599999797,286541.04249999975,294864.3214999981,557964.2399999994,417631.49349999987,243536.04500000036,803623.0584999982,192286.6664999967,285379.6249999982,511152.42500000296,458426.6410000002,586693.5709999984,290766.356,128067.59700000119,268085.751000002,293061.7184999998,381410.79300000047,713592.788000002,134210.68799999636,258527.49800000136,594833.8895000013,253462.60100000046,265853.8179999996,664432.1959999981,72166.42700000064,601591.1225000005,717537.1429999971,637763.8104999963,122709.73600000178,742478.0635000023,265934.7399999993,130495.66949999928,267585.1370000017,321968.3909999996,606184.6665000017,203380.7774999997,596174.0160000037,653116.9940000006,336627.4724999976,130119.16199999896,566932.3795000006,136502.72600000122,205142.3270000014,588699.9689999984,338838.78450000176,313870.0579999986,81833.53199999731,689379.1070000024,632038.6884999959,711189.1329999999,264660.56250000093,620194.5989999968,274584.72449999885,266720.424500005,129310.71999999892,134044.00150000106,248383.5639999981,265108.67649999907,629715.7475000015,326539.03049999906,334548.53150000365,196540.45000000176,128060.57100000099,707013.7795000024,679731.4155000016,279901.6069999986,705621.187,745998.7174999998,140062.9969999976,546925.4290000023,
39,385.1834745535894,11.902382852564095,379702.7105000001,319407.68149999855,637379.3255000032,358831.41750000033,459769.5039999984,377549.36850000056,109408.67999999895,249993.36400000154,579935.737499999,0,206818.43399999794,323758.3344999998,177314.77750000032,237844.0519999996,493235.1724999997,211057.24000000226,263084.1685000007,531720.9799999997,622780.9764999977,0,198113.7185000039,462891.44949999877,336753.7555000008,401086.3315000003,829115.0935000005,444623.1705000007,166598.4000000017,205740.24550000211,876897.6084999989,581384.645000002,588414.0174999987,450872.213000003,476642.79449999926,603401.4044999982,230308.48199999944,123397.68199999933,311759.8195000003,129351.55100000017,121623.97500000057,300595.74700000085,237391.91900000098,291907.56850000157,879913.0640000028,188783.15249999944,186020.13899999968,94667.13999999811,120182.47999999899,477544.7504999979,427180.64799999795,197643.81199999695,130642.95249999891,311296.0480000028,127556.97899999746,1238388.0180000013,245596.43200000015,203475.74499999994,1165673.8860000013,193007.14350000123,131276.65399999966,1180150.3750000019,99876.32699999485,481116.7840000008,1124274.8634999949,760833.2539999965,307005.354,105648.4499999997,414005.3824999988,299957.9319999985,420168.11499999603,135213.97199999975,1139370.2255000032,197804.27750000154,1184459.0499999989,192374.21399999503,911470.3145000027,340527.09599999565,667074.5965000055,545340.5325000009,392771.3840000021,196257.01200000203,359972.42200000194,619797.0404999999,102555.82799999663,1224595.6420000002,197917.3615000041,196810.37300000264,539501.0115000035,192246.20400000067,96727.10399999781,1014571.6859999944,268680.4084999969,130351.75499999852,135077.2919999987,337507.6905000013,190919.6275000042,607617.1509999974,282005.1450000017,212931.55900000187,133295.152,1245004.484499998,1200971.0900000012,498515.94499999983,100959.51949999652,405806.46100000374,656237.2445000014,203669.28549999878,
40,821.8870978925283,0.5017361445783132,144363.99649999998,0,0,0,175.37300000000027,45519.06750000001,218120.79300000006,9149.9155,0,283.2720000000004,14080.195000000003,251.79000000000048,94682.85350000004,600.3630000000003,0,1183.59,854.7394999999996,0,960.3859999999999,2159.8759999999997,960.6900000000003,248.7480000000002,0,1121.4485000000004,220.11750000000006,1280.8185000000003,1702.1005000000014,0,0,2446.582499999999,183.39999999999975,2726.583499999999,575.657,0,12487.054500000006,205.25000000000009,72011.87199999997,0,3832.2634999999973,188.8300000000001,0,1200.7615,18816.670500000004,21996.603000000017,1737.6519999999994,387.91000000000025,1047.4764999999993,235.98749999999984,966.8804999999995,1105.129,53939.977499999986,293937.5925,9435.6955,5648.5865,1139.0514999999996,2701.2344999999996,23402.176499999994,6011.392999999997,363254.44550000003,0,1409.5999999999992,11005.729000000008,0,2069.694,11081.974999999988,3407.2685000000006,0,1767.4035,1884.1020000000005,92052.73500000007,0,0,47830.811,0,136958.35199999998,809.9079999999998,0,4207.573999999997,2319.4950000000003,105936.81449999998,498.3444999999998,188589.0525,1926.2429999999995,224.61149999999992,618.8385000000001,24790.263000000017,105318.3785,0,0,7125.883,1484.2684999999997,2774665.2819999997,1190.6350000000007,3264.1715000000004,0,13883.215999999999,3508.3559999999993,30114.612499999996,854.1504999999993,820.7170000000012,2756.162500000001,647087.0734999999,0,1137.1530000000002,189.77600000000015,1552.5420000000006,
41,235.18050796419695,2.5881659498207896,221557.14700000032,97536.36799999989,0,0,99565.97199999989,72709.32599999983,341598.5389999999,175573.64799999967,293222.6054999998,16587.697500000017,181220.4110000002,64652.17849999993,109103.43250000014,30832.175499999976,60126.67600000003,49441.32850000016,37069.20750000003,6963.903500000023,32081.63150000002,45777.783999999854,42818.590999999935,16391.57849999996,19113.809499999992,61513.46599999995,0,2272.9139999999943,20636.69599999991,0,75730.37599999999,69459.94699999991,36513.285999999905,144230.01199999978,68116.06799999991,0,22140.830500000004,71660.071,120908.45150000027,69724.44099999995,5505.683000000013,8494.837000000018,27334.563500000022,73186.15050000008,38850.280499999906,138137.52200000003,63627.14300000002,0,87550.24450000002,157545.02050000022,98853.15149999993,97472.54850000006,73416.53299999998,0,1031864.8759999998,57602.72599999999,54763.91700000009,29083.0515,30422.92900000001,46717.039499999955,597911.4260000003,0,179157.6369999999,98793.13449999999,21938.485000000073,94722.47599999998,97038.88549999993,159422.31599999985,99145.80950000003,39183.70199999999,29900.520000000055,33328.216500000046,10516.664000000004,59175.52299999995,19996.541499999978,1912.5764999999965,263693.77699999994,37888.70600000005,0,780.3349999999984,223386.8190000002,130291.11749999972,97592.70950000006,108304.09300000017,369901.30199999997,101057.20800000001,86470.95449999975,45734.81900000005,133092.93749999983,791.4439999999963,0,10311.895000000037,82992.45850000024,0,0,97968.593,5553.580000000024,37528.760999999955,113492.4755000002,27988.55299999997,116949.38499999988,0,343480.3735,1428556.2255000004,529639.7109999995,135057.11750000017,17580.31949999999,125401.69550000002,
42,295.151724502587,11.987397115384613,411701.6719999977,120112.8235000016,308435.3415000018,677544.2620000001,626693.8600000003,312290.7235000004,110894.29999999833,182835.39899999974,125727.4634999993,231985.14149999918,298891.2720000002,245448.12899999996,580587.7319999989,253352.8025000015,179106.80499999976,525818.1455000016,174827.0640000013,265781.08850000263,746467.1835000012,177236.42800000083,257259.52500000046,204006.12399999992,132030.99000000273,133588.47149999812,377405.2130000009,184132.85099999883,316478.449000001,77474.48599999775,316570.43350000004,387319.46249999816,359284.5655000021,378247.2809999986,400892.0904999996,558484.5645000009,525621.8930000002,322051.60349999764,258857.4490000008,228526.42250000028,125696.25600000078,602397.1000000011,501191.8089999993,397003.6780000019,378632.7905000007,318625.1189999997,253012.39400000096,439573.7195000031,447241.97700000013,763038.6930000015,280165.26800000004,349533.0170000005,272208.25150000193,172392.9955000015,280670.2490000013,607448.3415000021,881831.3245000017,210894.76700000002,542618.4424999998,403854.52100000094,394048.01099999755,522956.2899999981,529588.8904999989,136727.51499999905,640348.4819999972,519527.40049999766,653157.8599999986,645012.1104999981,333170.9844999969,139992.7365000004,572552.4230000025,430811.6815000008,648888.3519999988,140197.0785000018,685668.1825000017,412211.0114999991,549485.507500004,194168.04500000144,444609.805500002,428548.7715000035,230486.09099999903,521478.1659999987,150126.86199999586,390832.769499999,0,592745.3699999957,567432.0344999962,0,464807.6085000009,498887.0725000013,549088.5789999986,499702.62999999966,136666.93999999887,523307.87949999736,284223.82249999914,494143.0260000005,497256.95200000005,139888.833499999,287619.28649999556,340301.578000004,215663.53149999928,529460.0234999998,596441.4894999997,210833.9360000031,609468.5620000005,309805.5604999995,142841.56399999745,218722.0940000013,
43,425.21462758932273,11.991844551282052,382809.2369999978,493207.4240000009,108270.07599999994,116713.70899999954,114625.65499999873,521687.91799999995,221362.59249999843,605492.0920000013,110392.78999999938,174866.36700000326,549522.7235000009,174688.5745000015,219074.56149999867,227574.7424999987,112045.9935000008,259383.16549999805,365318.75699999946,523229.49049999873,729641.7350000005,170837.60600000044,327541.23299999785,176623.7544999969,114156.49500000002,472792.83350000245,445859.8455000001,106369.65750000102,153976.31299999938,614932.9940000003,171037.3544999978,459589.60099999874,347879.4354999989,374630.0195000028,522254.0165000006,292947.3634999969,281654.39350000134,380278.0879999976,116658.6900000014,170140.07399999804,267555.2975000013,347529.8779999999,111203.26500000327,370967.3590000017,822099.1539999988,524557.9194999998,109385.79849999861,459187.3395000032,435910.7085,231126.7209999981,413532.98799999966,109693.47900000092,234503.32699999926,111213.5679999987,114585.35450000236,518865.55100000533,428815.6084999979,292270.9435000014,613667.8439999998,294417.2284999994,175699.821999997,574163.6319999979,566371.6004999988,292933.08899999916,199031.27050000103,490997.167500001,177489.6804999992,627990.2234999982,594133.8569999998,350596.7130000002,250707.90350000298,396868.3844999989,553915.7575000015,182118.44049999752,451070.0870000006,539644.4140000001,801399.9770000029,172309.70200000127,0,545110.2429999998,615898.2995000014,563368.3434999986,254440.34200000117,376528.3104999989,651526.1884999987,0,616297.2064999959,593089.4395000018,680824.4085000013,536065.7885000015,634167.3034999981,535967.0604999996,287784.3815000017,190477.69600000227,119941.70399999761,365921.3069999992,617732.8970000015,295496.5689999996,178717.32700000273,120870.19599999757,433706.41750000283,639822.522999999,582281.2554999992,183432.16099999828,74126.01600000088,252987.07049999826,122367.49350000023,362180.1624999984,
44,329.15731575450167,11.82770896226415,132104.4619999995,92238.8215000013,322179.8124999999,183139.34649999905,226523.84700000065,190891.1655,225690.50250000122,130878.74149999834,100049.45099999991,186336.05599999797,321729.10449999844,206817.6960000008,417154.65950000007,373900.972,191011.68700000067,132671.8435000016,317642.44400000095,197860.39649999858,352712.1784999998,542856.5334999999,385328.6704999972,379795.883000002,158214.3890000012,98374.84050000188,127098.7729999985,175837.32649999813,455486.2615000016,99483.84450000117,176527.9404999984,153411.37650000048,399150.1050000009,228856.2830000005,446333.97600000084,156318.09900000037,178022.21100000056,572053.2314999999,115482.0930000014,130788.04899999985,277127.83149999933,99862.51249999904,924541.8720000011,172193.01999999996,270079.14100000006,250476.7299999983,430077.5545000002,94626.94200000167,228615.0134999992,203669.75499999867,722117.6290000017,335121.2339999997,198068.1419999989,374733.2075000021,382054.8029999975,204121.72200000152,196815.4745000001,434277.2149999967,102185.06999999768,649848.7045000013,149582.60500000056,1454295.8319999992,99593.13600000493,461980.66349999886,96109.90699999669,198321.44750000554,159577.61250000005,102909.18649999646,256270.55699999692,291297.1895000004,281103.02549999894,219929.65249999985,1368680.7595000013,260180.78200000012,97815.1474999983,97574.02199999524,300793.440999999,282250.218500001,1420634.3800000013,154002.3659999985,99956.327999998,101724.22499999971,228906.4810000016,139023.01049999948,99575.39999999673,199103.69449999917,198881.0294999986,193515.8909999989,149767.17900000082,194793.43200000055,198005.81600000005,94495.72550000058,141692.70499999946,264603.1534999998,201457.72300000198,200372.10000000318,192729.93249999892,99228.95000000217,98341.04900000179,234575.67199999993,381103.6059999999,100791.86499999971,203319.64500000357,156661.3739999996,201062.68500000413,156797.5115000002,244752.8500000002,209577.9989999993,
45,188.07068741208212,0.9657377358490563,3296.314999999992,395424.7055000003,676525.356,302394.3930000002,192723.75650000002,195700.80500000008,3627.2475000000113,333588.8209999999,588831.3269999998,121491.08200000011,321003.3219999999,522989.4224999997,181050.2075000001,382633.0639999999,210087.85650000014,263363.83499999985,399991.2395000003,464413.1164999998,371405.75899999996,380090.7145000003,546542.8484999998,404199.8270000001,554202.5210000005,13952.31400000001,425235.6745000004,248077.1679999999,148593.68099999992,473039.59900000016,94090.53800000006,360932.7989999999,114413.9039999999,123322.18149999995,419518.6534999998,444481.14900000015,121320.46700000003,262528.63350000023,284218.7689999999,336241.01199999993,509075.17300000036,628922.7560000004,313501.98350000015,19510.489000000012,202858.86549999999,244345.1889999998,240693.10649999988,111141.97949999996,319404.8814999999,210776.77600000016,191608.01999999996,84180.82899999995,273091.28999999986,132930.4765000001,2648348.950999999,1670057.8250000007,353279.4614999997,88599.317,119846.25900000002,166051.96399999992,326779.54100000014,341292.25549999997,470977.6720000001,278274.01350000006,845108.6814999998,394514.01949999965,20083.222500000007,6410712.012999998,328020.1660000002,329923.3654999997,299109.43449999974,156667.93150000012,1898740.2064999996,502428.188,511886.47400000016,514638.983,160794.1124999999,45148.61399999994,302616.6005000001,82599.67000000006,165829.56100000005,341592.7850000003,620090.1755000005,233156.79599999994,201433.36250000008,531598.2695,270876.01699999993,437286.64000000013,210831.75350000005,419706.37,306573.3404999997,1404921.0560000006,246250.2185000003,133842.34000000003,182939.43199999994,228357.00350000014,371653.9364999995,131894.15650000007,243822.29949999994,176918.85100000002,306184.6314999998,3885532.9870000007,1182934.6864999987,1856616.2069999995,931306.9355000001,213340.28449999998,549650.3164999998,466838.1080000004,
46,524.3714497174458,7.144046069182388,113048.26250000014,249359.67050000175,115861.11349999977,246964.81900000022,166100.98900000082,175827.53950000004,207014.79950000168,260959.77149999875,588288.5739999982,150323.2190000008,261685.90199999989,275196.12250000215,245325.21349999864,317398.3059999987,181019.09249999883,315780.3550000025,278188.83399999817,688453.9509999999,279719.1489999995,421509.4280000005,241208.70500000138,119832.85999999945,665145.6455000028,195119.94750000027,97331.44599999985,133676.015499999,112532.86899999966,311517.80699999945,131739.5030000005,337725.57500000054,127500.19650000101,117882.57300000072,682281.3849999972,420543.1095,219882.73400000067,64464.98049999957,131396.58699999892,63588.81300000013,154158.13499999867,141737.57599999954,133567.14450000026,133612.18800000093,219506.84300000052,163694.61100000024,244123.21099999908,283795.9550000014,50540.72549999986,231839.62650000083,165244.20199999964,278613.39150000137,224160.45200000025,260058.62749999994,1184468.420499999,273864.34799999977,619502.3674999992,164492.9029999995,331181.47350000014,415992.5130000009,471882.2115000002,310850.0570000021,486344.6134999976,277802.4465000017,699480.3624999992,408411.79200000037,341535.851999999,4084431.755999982,581133.9809999999,561663.3039999994,352020.5970000019,349230.5704999984,167771.46700000035,637669.3694999983,212875.7660000007,38523.38449999983,326904.1305000012,46154.329500000174,120200.69549999974,200524.4334999992,118666.4499999992,139699.3870000003,576761.9014999974,527960.3934999993,47458.213499999896,224742.03799999892,137852.436,328998.8865000004,238236.37199999834,87193.55800000035,184086.28600000046,677775.8440000025,112543.39649999994,232844.9044999987,133826.88300000053,511393.3709999978,69636.75549999982,182870.6930000005,411925.6684999993,191278.15550000046,261511.4895000003,1581771.4135000037,405509.2029999978,2188695.5655000014,591851.3889999996,272862.81999999844,375796.49000000104,359453.6294999984,
47,441.209756805101,12.033248220064726,649441.4935000021,263494.7554999998,101636.78050000028,156358.69599999947,220711.3454999975,106557.69450000077,161418.0220000019,520582.82949999743,99948.22000000172,204761.37500000073,102742.91000000105,109044.49599999875,308089.0334999976,316634.21400000044,215922.91650000098,464198.8484999989,261918.67049999803,264225.613000002,206529.42399999968,105180.24850000159,226700.61400000035,414608.4365000019,267692.51500000193,170182.11000000124,298106.4820000002,304857.96999999776,284986.5394999998,430328.5495000028,474117.50599999906,266062.85449999844,578361.3804999981,305572.4540000002,282332.3259999993,411745.8660000005,551863.1475000005,141262.84100000188,109893.36999999924,345472.65049999766,521094.69350000116,217554.46700000044,212119.08300000057,103252.79999999794,325136.35099999903,413258.2729999995,213204.66650000194,439887.5040000033,106977.55550000141,274712.69000000047,211916.33300000086,307294.5954999988,113030.91099999828,427542.4685000016,101284.02999999798,526477.787500005,165703.79900000017,162243.8629999981,298009.9469999992,216585.0805000012,219688.00950000022,485960.40999999706,350659.93949999847,103201.39050000167,492465.2869999985,469183.3095000009,271755.95149999944,444955.38499999914,434134.97150000156,106046.74299999939,226712.4395000001,102689.86299999809,291482.0660000005,285584.4189999978,506954.94949999894,217518.26500000156,107053.96200000079,271854.6329999997,0,367201.4550000012,451990.5695000002,417453.5149999984,455647.32550000004,155697.14350000158,0,431773.1434999985,456593.78199999925,362772.04100000084,105080.13999999984,410366.65449999855,0,444569.30999999784,216480.82300000094,288254.0894999979,217100.7350000004,165551.83450000145,406645.4239999998,107705.92049999899,168111.6700000026,220513.80199999706,168774.15000000192,523639.53749999986,512597.9485000035,481507.784499999,432016.03700000234,411707.2654999971,213406.84499999988,279756.3469999995,
48,295.1517187774008,11.849486500000003,248696.6320000016,219994.6540000002,316893.1170000001,0,160187.9719999971,945906.4925000019,285677.76050000085,98057.29399999985,394332.3634999983,103698.6719999995,315772.8055000028,167564.00749999846,188843.98950000084,163079.78649999984,0,102688.85349999927,155642.17799999865,212374.28149999847,272009.59850000095,214768.9819999978,168956.40700000094,273459.96300000156,109291.67000000148,113457.0530000012,185304.13699999932,269333.35800000164,177634.56549999845,77699.01200000317,456950.6630000024,177776.5950000029,103166.16749999874,505998.72600000026,358332.800999997,220780.84199999983,240072.53449999884,139948.71750000032,885721.3055000001,333929.3159999998,396328.2799999989,0,335907.25650000107,182284.53349999996,113636.35400000008,172980.88699999946,266642.62499999994,120513.60499999861,94229.13949999794,0,148049.1889999983,151998.89599999835,354655.00199999934,222880.88599999988,330596.42249999824,539874.534999996,0,396269.212,128921.55250000264,945371.3774999981,576394.8384999982,65172.05950000115,64578.94800000057,118335.5324999978,640348.4819999972,193197.61699999872,439856.35200000025,81212.80000000495,372465.8434999974,186705.4954999982,611313.7029999979,211455.36250000013,161270.5600000003,264065.54799999937,78559.6920000023,127295.17899999671,570973.9749999971,113582.56800000218,258025.87349999862,658708.9659999994,254734.7715000013,898208.0610000021,340540.4175000006,111978.22199999806,1106664.7155000002,78989.02649999635,64418.436500000396,152993.44499999916,1035487.7645000007,62803.89999999983,129263.35649999835,256628.40500000227,434672.77199999994,338537.0909999999,337350.6660000003,442372.42000000173,124948.95850000094,231103.2779999985,376920.6405000024,123148.0949999993,123573.57599999692,1076388.6410000008,77717.94199999528,0,78280.0380000007,402044.1605000019,382016.98099999997,134193.09449999672,
52,367.1730351518691,11.78468939393939,137965.96899999946,136435.21299999882,300111.1095000014,148165.69050000148,0,147666.40300000156,299696.90550000005,95327.6965000004,441452.96049999987,246432.41949999906,110630.13050000278,187789.73650000023,0,201125.25150000132,93123.46100000039,191612.726000002,133361.77850000144,93493.55250000286,197686.78549999814,140816.06050000078,326237.93650000176,0,208216.1009999998,146419.75400000165,193542.9880000009,135028.77849999903,179287.2894999994,82789.01749999617,188787.25999999832,197517.30599999987,254830.99800000264,400802.9980000028,0,0,190446.8534999992,183360.26150000005,204495.27099999908,131172.4099999984,250177.2084999984,0,104633.98949999813,90053.11150000052,98691.67700000035,194746.7420000014,197056.36000000086,138027.32749999873,0,321108.9310000003,86005.6350000025,95619.10899999725,171826.27349999992,250859.59049999996,185343.6339999978,161105.2625000007,264408.6594999988,317271.7334999999,73030.2435000034,170058.46149999907,269107.8490000019,148719.26100000436,147008.15099999815,311663.42400000175,79166.85800000392,143563.78849999674,147820.97500000137,252402.08699999578,159255.10900000087,207172.6490000003,165212.1129999986,481207.82799999823,160884.22100000165,560220.5360000032,236887.23649999732,543013.3585000044,214590.3674999991,205116.95550000112,143493.6495000007,223032.29549999937,218301.12400000027,290015.81900000235,282953.9779999982,101835.40550000047,159252.33249999664,80705.54700000095,147371.81249999895,156118.76100000006,391849.83299999905,141232.4129999982,217276.74799999647,213294.50100000232,259483.04099999988,331050.8245,251062.7625000002,447715.76850000006,140198.3029999992,113292.95299999701,314989.2145000019,112744.49349999754,172241.81649999975,81316.47299999815,237278.017999998,160899.0525000021,79447.09499999612,227469.47399999667,446455.6475000003,398981.37599999935,
53,425.2146742964382,11.76624653465346,132497.02399999945,175415.07599999977,506376.9760000024,289117.006000001,102505.24199999766,280862.3174999995,343704.72700000094,136019.4790000011,92603.64500000002,144244.79299999893,125459.56049999851,289106.4159999998,273407.8810000028,87968.92450000095,134038.60149999952,91189.2275000007,89295.40050000057,90828.27400000277,96355.08349999909,86926.49650000116,183452.46800000133,133989.8569999976,98455.660000002,138165.69099999958,136447.08249999944,0,81719.25499999922,679634.3360000042,184212.90749999843,93245.94500000137,189643.33599999826,90758.86899999955,151099.73850000085,139257.31450000132,87432.84899999812,80121.06999999945,190633.29200000272,270590.99300000025,233567.22699999914,230056.67350000184,101833.47250000149,135667.6430000008,0,0,182129.5374999994,139810.37350000365,117966.82600000016,145069.49700000102,0,176984.60949999987,146671.47550000044,126803.78850000064,499820.7419999986,156891.3745000012,198371.68600000202,99537.62149999791,284308.04049999925,97674.85800000001,405030.6870000011,71872.46400000273,1206905.7139999976,188617.6259999994,150031.91350000026,290966.5330000003,237002.4755000006,159573.5334999986,248040.99400000065,197556.9515000003,254990.06500000053,105129.06849999851,77398.67700000091,510809.2480000028,75562.0110000022,139428.85150000144,139991.05799999885,230852.29400000005,141346.49749999947,354211.9350000023,72358.64399999855,217741.60150000147,209831.41650000113,176467.86599999928,152558.1655000022,234853.58299999684,289674.834499999,75176.78799999652,0,70168.47749999962,142427.939,205640.90850000223,181690.22699999926,159924.4964999996,141308.36999999994,160101.00600000168,212995.64699999866,94224.30449999799,93808.46550000049,391730.880999999,139246.13900000026,156460.5014999989,153679.7300000027,197399.75349999897,151007.73899999895,209339.75799999986,198297.52100000193,202389.7610000017,
